accuracy,loss,acc_convergence,loss_convergence,acc_valid,loss_valid,parameters,hidden_nodes,filters,filter_size,pooling_size,pooling_type,dropout
0.776,0.7839,0,1,True,False,103003,108,36,"(3, 3)","(5, 5)",average,62
0.9136,0.3593,0,1,True,True,194360,92,81,"(4, 4)","(5, 5)",average,27
0.9757,0.1009,8,1,False,True,339591,125,73,"(5, 5)","(4, 4)",max,16
0.5689,1.3744,0,1,True,False,77275,18,84,"(3, 3)","(4, 4)",max,16
0.7476,0.8651,0,1,True,False,78848,31,91,"(5, 5)","(5, 5)",average,19
0.8446,0.5586,0,1,True,False,1536100,84,93,"(2, 2)","(2, 2)",max,60
0.9144,0.3424,0,1,True,True,26879,37,4,"(4, 4)","(2, 2)",max,9
0.9712,0.1253,9,1,True,True,407531,128,16,"(3, 3)","(2, 2)",max,14
0.9606,0.1699,0,1,True,True,476819,116,24,"(4, 4)","(2, 2)",max,52
0.967,0.1692,0,1,True,True,122667,127,36,"(5, 5)","(5, 5)",max,56
0.8404,0.5916,0,1,True,False,123763,66,72,"(3, 3)","(5, 5)",max,50
0.9647,0.1436,9,1,False,True,492031,115,52,"(4, 4)","(3, 3)",average,12
0.9439,0.2496,0,1,True,True,32665,85,2,"(5, 5)","(2, 2)",max,35
0.7364,0.9177,0,1,True,False,206074,70,79,"(4, 4)","(4, 4)",max,68
0.9692,0.1423,0,1,True,True,674165,54,73,"(5, 5)","(2, 2)",average,12
0.9433,0.236,0,1,True,True,90051,43,12,"(5, 5)","(2, 2)",average,33
0.7236,0.9557,0,1,True,False,216031,47,56,"(2, 2)","(3, 3)",average,45
0.9478,0.2089,0,1,True,True,720722,85,43,"(2, 2)","(2, 2)",max,21
0.8788,0.4322,0,1,True,True,243149,115,82,"(3, 3)","(5, 5)",average,26
0.9808,0.0989,0,1,True,True,903776,124,89,"(4, 4)","(3, 3)",max,40
0.8635,0.5632,0,1,True,False,153196,123,33,"(4, 4)","(4, 4)",average,70
0.795,0.7146,0,1,True,False,26045,65,14,"(3, 3)","(5, 5)",average,43
0.8753,0.5294,0,1,True,False,29159,45,16,"(5, 5)","(4, 4)",average,44
0.7759,0.8512,0,1,True,False,9310,60,3,"(4, 4)","(4, 4)",max,66
0.9534,0.1941,0,1,True,True,819599,80,52,"(2, 2)","(2, 2)",max,23
0.8248,0.6825,0,1,True,False,61596,40,57,"(4, 4)","(5, 5)",max,31
0.7133,1.0705,0,1,True,False,110963,23,71,"(5, 5)","(3, 3)",max,45
0.9613,0.1618,0,1,True,True,549102,126,53,"(4, 4)","(3, 3)",average,34
0.8684,0.5179,0,1,True,False,683726,47,85,"(5, 5)","(2, 2)",max,42
0.8458,0.6484,0,1,True,False,16962,56,7,"(4, 4)","(4, 4)",max,65
0.9574,0.1575,0,1,True,True,291453,93,38,"(3, 3)","(3, 3)",max,28
0.8622,0.5939,0,1,True,False,675575,39,88,"(2, 2)","(2, 2)",average,44
0.957,0.1896,0,1,True,True,238459,67,43,"(4, 4)","(3, 3)",max,39
0.9143,0.3307,0,1,True,True,267590,63,85,"(3, 3)","(4, 4)",average,7
0.9424,0.2401,0,1,True,True,1035473,56,94,"(2, 2)","(2, 2)",average,33
0.9748,0.1044,7,1,False,True,908547,129,86,"(4, 4)","(3, 3)",max,12
0.6367,1.2963,0,1,True,False,258155,53,98,"(2, 2)","(4, 4)",max,58
0.8431,0.6347,0,1,True,False,325643,125,100,"(5, 5)","(5, 5)",average,70
0.8651,0.5004,0,1,True,True,263518,112,47,"(2, 2)","(4, 4)",average,27
0.8697,0.5544,0,1,True,True,5843,27,1,"(4, 4)","(2, 2)",max,11
0.7951,0.7224,0,1,True,False,1320651,78,86,"(3, 3)","(2, 2)",average,62
0.5678,1.3254,0,1,True,False,47207,29,32,"(2, 2)","(4, 4)",average,31
0.7804,0.728,0,1,True,False,82143,51,62,"(2, 2)","(5, 5)",average,5
0.965,0.1494,0,1,True,True,169479,69,65,"(5, 5)","(4, 4)",max,14
0.8885,0.4683,0,1,True,True,422916,82,63,"(2, 2)","(3, 3)",average,26
0.9121,0.323,0,1,True,True,188239,106,68,"(4, 4)","(5, 5)",average,16
0.9221,0.3172,0,1,True,True,291665,122,93,"(3, 3)","(5, 5)",max,34
0.6825,1.2274,0,1,True,False,42274,23,47,"(4, 4)","(4, 4)",max,37
0.8182,0.6448,0,1,True,False,17795,14,24,"(3, 3)","(4, 4)",max,6
0.9635,0.1574,0,1,True,True,312212,122,99,"(4, 4)","(5, 5)",max,34
0.5862,1.545,0,1,True,False,337907,27,73,"(4, 4)","(2, 2)",average,53
0.8517,0.5845,0,1,True,False,87431,52,25,"(5, 5)","(3, 3)",average,68
0.9772,0.0977,9,1,True,True,299153,126,91,"(5, 5)","(5, 5)",max,7
0.9602,0.1571,8,1,False,True,508161,117,53,"(2, 2)","(3, 3)",max,3
0.8609,0.5415,0,1,True,False,271029,106,51,"(3, 3)","(4, 4)",average,52
0.9333,0.275,0,1,True,True,84358,59,17,"(3, 3)","(3, 3)",average,20
0.9289,0.2993,0,1,True,True,46359,72,23,"(5, 5)","(5, 5)",max,41
0.9512,0.2103,0,1,True,True,677799,115,72,"(3, 3)","(3, 3)",average,53
0.8789,0.4151,7,1,False,True,643114,33,99,"(2, 2)","(2, 2)",max,0
0.9794,0.0974,0,1,True,True,325395,112,78,"(5, 5)","(4, 4)",max,16
0.9748,0.1133,9,1,True,True,688883,109,97,"(5, 5)","(3, 3)",average,11
0.9401,0.2303,0,1,True,True,123603,102,32,"(4, 4)","(4, 4)",average,18
0.9516,0.2471,0,1,True,True,117546,67,21,"(3, 3)","(3, 3)",max,51
0.897,0.3781,0,1,True,True,220016,52,85,"(2, 2)","(4, 4)",max,14
0.8992,0.3844,0,1,True,True,201530,77,99,"(5, 5)","(5, 5)",average,7
0.6902,1.0231,0,1,True,False,22051,63,12,"(3, 3)","(5, 5)",average,57
0.9693,0.1454,0,1,True,True,383235,93,50,"(4, 4)","(3, 3)",max,44
0.8991,0.4283,0,1,True,False,186557,101,70,"(5, 5)","(5, 5)",max,60
0.7864,0.7519,0,1,True,False,139151,107,50,"(2, 2)","(5, 5)",average,26
0.9718,0.1312,0,1,True,True,118179,44,70,"(5, 5)","(4, 4)",max,13
0.9337,0.2934,0,1,True,True,122428,50,65,"(4, 4)","(4, 4)",average,4
0.9592,0.1733,8,1,False,True,532255,79,82,"(4, 4)","(3, 3)",average,4
0.8917,0.3867,0,1,True,True,150792,37,81,"(3, 3)","(4, 4)",max,11
0.9062,0.3688,0,1,True,True,412331,92,90,"(3, 3)","(4, 4)",average,46
0.9581,0.1757,6,1,False,True,74383,55,20,"(5, 5)","(3, 3)",max,0
0.9417,0.3016,0,1,True,True,255114,87,17,"(5, 5)","(2, 2)",average,67
0.906,0.3806,0,1,True,True,29695,32,23,"(5, 5)","(4, 4)",average,2
0.9611,0.187,0,1,True,True,469863,106,54,"(3, 3)","(3, 3)",max,48
0.846,0.5468,0,1,True,True,29586,102,5,"(2, 2)","(4, 4)",max,48
0.8186,0.6879,0,1,True,False,52635,27,71,"(4, 4)","(5, 5)",max,42
0.8682,0.4532,0,1,True,True,118383,96,47,"(3, 3)","(5, 5)",average,7
0.522,1.5222,0,1,True,False,72871,55,26,"(2, 2)","(4, 4)",average,67
0.4409,2.0032,0,1,True,False,127796,20,37,"(4, 4)","(2, 2)",average,37
0.8365,0.6054,0,1,True,False,833711,47,90,"(3, 3)","(2, 2)",max,54
0.9734,0.1156,0,1,True,True,159959,83,51,"(5, 5)","(4, 4)",max,25
0.97,0.1533,0,1,True,True,152695,65,62,"(5, 5)","(4, 4)",max,33
0.9737,0.1181,0,1,True,True,1410611,109,76,"(5, 5)","(2, 2)",average,52
0.9757,0.1139,6,1,False,True,220923,92,64,"(5, 5)","(4, 4)",max,0
0.9704,0.1328,4,1,False,True,474539,110,66,"(5, 5)","(3, 3)",max,0
0.8599,0.5209,0,1,True,False,30337,33,33,"(4, 4)","(5, 5)",max,24
0.9672,0.1408,0,1,True,True,2098919,110,97,"(3, 3)","(2, 2)",average,38
0.7332,0.8891,0,1,True,False,148433,26,69,"(3, 3)","(3, 3)",average,33
0.8628,0.5607,0,1,True,False,272367,91,60,"(2, 2)","(4, 4)",average,46
0.4726,1.7078,0,1,True,False,50874,58,33,"(2, 2)","(5, 5)",average,69
0.9754,0.1163,0,1,True,True,1012847,110,54,"(5, 5)","(2, 2)",max,43
0.6953,1.0074,0,1,True,False,64153,64,38,"(2, 2)","(5, 5)",max,56
0.9754,0.1103,0,1,True,True,787185,113,85,"(4, 4)","(3, 3)",max,47
0.9082,0.3424,0,1,True,True,346885,93,75,"(2, 2)","(4, 4)",average,9
0.8284,0.6156,0,1,True,True,14535,33,8,"(2, 2)","(4, 4)",max,19
0.9398,0.2844,0,1,True,True,192284,105,49,"(4, 4)","(4, 4)",average,55
0.8206,0.6798,0,1,True,False,26067,73,12,"(5, 5)","(5, 5)",average,62
0.6987,1.0782,0,1,True,False,99743,27,94,"(5, 5)","(4, 4)",average,16
0.8251,0.5812,0,1,True,False,252635,105,94,"(2, 2)","(5, 5)",max,37
0.9209,0.345,0,1,True,True,92887,40,28,"(2, 2)","(3, 3)",max,21
0.8956,0.4135,0,1,True,True,111295,28,20,"(2, 2)","(2, 2)",max,9
0.8816,0.4473,0,1,True,True,152403,60,95,"(5, 5)","(5, 5)",average,25
0.9756,0.1082,10,1,True,True,908547,129,86,"(4, 4)","(3, 3)",average,18
0.9668,0.1324,0,1,True,True,1462163,113,76,"(5, 5)","(2, 2)",average,50
0.8959,0.4041,0,1,True,True,256319,46,68,"(2, 2)","(3, 3)",average,8
0.6908,1.0673,0,1,True,False,17335,22,11,"(5, 5)","(3, 3)",max,60
0.3538,2.3515,0,1,True,False,39299,14,16,"(4, 4)","(2, 2)",max,59
0.9799,0.0894,9,1,True,True,549867,85,99,"(5, 5)","(3, 3)",max,12
0.9609,0.1801,0,1,True,True,441983,79,68,"(4, 4)","(3, 3)",max,38
0.7761,0.8011,0,1,True,False,820671,107,94,"(2, 2)","(3, 3)",max,70
0.9409,0.237,0,1,True,True,120500,123,19,"(3, 3)","(4, 4)",max,45
0.979,0.0935,0,1,True,True,1484599,109,80,"(5, 5)","(2, 2)",max,18
0.6644,1.2425,0,1,True,False,223337,26,50,"(4, 4)","(2, 2)",max,34
0.597,1.2264,0,1,True,False,95193,69,53,"(2, 2)","(5, 5)",max,56
0.9578,0.1773,0,1,True,True,275533,94,17,"(5, 5)","(2, 2)",average,56
0.9267,0.3439,0,1,True,False,474319,93,78,"(5, 5)","(3, 3)",average,65
0.9662,0.1536,0,1,True,True,51368,99,13,"(4, 4)","(4, 4)",max,22
0.9276,0.3076,0,1,True,True,187303,72,69,"(5, 5)","(4, 4)",max,53
0.9498,0.2119,9,1,True,True,170463,43,48,"(3, 3)","(3, 3)",max,1
0.9688,0.1307,9,1,True,True,425390,120,43,"(4, 4)","(3, 3)",average,12
0.9656,0.145,0,1,True,True,300333,58,63,"(3, 3)","(3, 3)",max,10
0.8153,0.714,0,1,True,False,369923,49,92,"(3, 3)","(3, 3)",average,51
0.7426,0.882,0,1,True,False,13567,55,8,"(2, 2)","(5, 5)",average,5
0.9196,0.3886,0,1,True,False,69053,58,14,"(4, 4)","(3, 3)",max,47
0.8009,0.759,0,1,True,False,153947,29,79,"(5, 5)","(3, 3)",average,52
0.8747,0.4221,9,1,False,True,189842,39,97,"(3, 3)","(4, 4)",average,1
0.9391,0.2243,7,1,False,True,512815,123,84,"(2, 2)","(4, 4)",max,4
0.9366,0.3076,0,1,True,True,45707,63,4,"(5, 5)","(2, 2)",max,54
0.919,0.3405,0,1,True,False,772439,78,58,"(5, 5)","(2, 2)",average,58
0.9659,0.1482,0,1,True,True,121077,110,13,"(3, 3)","(3, 3)",max,35
0.7143,0.9696,0,1,True,False,441597,30,86,"(4, 4)","(2, 2)",average,57
0.9205,0.2872,0,1,True,True,65307,104,16,"(4, 4)","(4, 4)",average,15
0.9534,0.2221,0,1,True,True,453239,99,70,"(5, 5)","(3, 3)",average,54
0.9319,0.293,0,1,True,True,312611,65,28,"(5, 5)","(2, 2)",average,51
0.7251,0.9211,0,1,True,False,135641,19,86,"(3, 3)","(3, 3)",average,13
0.6161,1.3207,0,1,True,False,336266,45,91,"(3, 3)","(3, 3)",max,67
0.8031,0.7054,0,1,True,False,176398,100,35,"(2, 2)","(4, 4)",average,54
0.9404,0.2712,0,1,True,True,143860,96,57,"(4, 4)","(5, 5)",max,43
0.5946,1.4676,0,1,True,False,71867,44,32,"(3, 3)","(4, 4)",max,70
0.9619,0.1586,0,1,True,True,414322,129,39,"(3, 3)","(3, 3)",average,25
0.8275,0.6709,0,1,True,False,209410,45,27,"(5, 5)","(2, 2)",max,52
0.9632,0.2025,0,1,True,True,166667,81,31,"(5, 5)","(3, 3)",max,58
0.9618,0.1775,0,1,True,True,78242,68,43,"(4, 4)","(5, 5)",max,9
0.9293,0.2872,0,1,True,True,612255,66,47,"(3, 3)","(2, 2)",average,30
0.908,0.4211,0,1,True,True,152508,83,49,"(4, 4)","(4, 4)",average,48
0.4537,1.8874,0,1,True,False,222178,15,75,"(2, 2)","(2, 2)",max,41
0.91,0.3961,0,1,True,False,76603,64,44,"(5, 5)","(5, 5)",max,59
0.8816,0.5074,0,1,True,False,194823,53,97,"(5, 5)","(4, 4)",max,33
0.5349,1.5682,0,1,True,False,112451,15,91,"(2, 2)","(3, 3)",max,22
0.5206,1.549,0,1,True,False,45191,67,25,"(2, 2)","(5, 5)",average,65
0.7362,0.9161,0,1,True,False,183427,46,80,"(2, 2)","(4, 4)",max,43
0.9607,0.2109,0,1,True,True,75563,62,18,"(5, 5)","(3, 3)",max,51
0.9727,0.1343,0,1,True,True,112627,111,15,"(5, 5)","(3, 3)",max,49
0.6788,1.0396,0,1,True,False,34957,25,53,"(2, 2)","(5, 5)",average,8
0.9056,0.3522,0,1,True,True,27943,48,21,"(3, 3)","(5, 5)",max,13
0.5154,1.3962,0,1,True,False,96996,57,65,"(3, 3)","(5, 5)",max,68
0.9422,0.227,7,1,False,True,132455,35,19,"(3, 3)","(2, 2)",max,0
0.7361,0.9594,0,1,True,False,430770,40,63,"(4, 4)","(2, 2)",max,70
0.7091,1.0463,0,1,True,False,94487,20,69,"(5, 5)","(3, 3)",average,38
0.9686,0.1321,0,1,True,True,548646,87,77,"(3, 3)","(3, 3)",max,19
0.935,0.2634,0,1,True,True,62985,57,41,"(4, 4)","(5, 5)",max,16
0.4909,1.7137,0,1,True,False,110303,29,76,"(2, 2)","(4, 4)",average,63
0.8054,0.6518,0,1,True,False,195851,93,82,"(2, 2)","(5, 5)",average,27
0.9316,0.2728,0,1,True,True,120723,80,40,"(4, 4)","(4, 4)",average,8
0.9737,0.1122,0,1,True,True,1087178,75,85,"(5, 5)","(2, 2)",max,20
0.9765,0.1157,0,1,True,True,1791127,127,83,"(4, 4)","(2, 2)",average,26
0.9445,0.2283,0,1,True,True,41840,98,15,"(4, 4)","(5, 5)",max,33
0.6837,1.2104,0,1,True,False,474608,33,73,"(2, 2)","(2, 2)",max,37
0.9406,0.2507,0,1,True,True,100447,35,74,"(5, 5)","(4, 4)",max,21
0.8699,0.5113,0,1,True,False,705651,95,91,"(2, 2)","(3, 3)",average,56
0.975,0.1153,0,1,True,True,310161,129,29,"(4, 4)","(3, 3)",max,42
0.8292,0.6415,0,1,True,True,21251,86,8,"(3, 3)","(5, 5)",average,2
0.8708,0.4566,0,1,True,False,410999,91,91,"(2, 2)","(4, 4)",max,46
0.7664,0.88,0,1,True,False,466062,76,75,"(2, 2)","(3, 3)",average,68
0.6743,1.0706,0,1,True,False,39303,39,38,"(2, 2)","(5, 5)",average,37
0.7911,0.7522,0,1,True,False,219170,41,27,"(2, 2)","(2, 2)",average,35
0.9701,0.1247,0,1,True,True,160499,77,12,"(5, 5)","(2, 2)",max,27
0.9625,0.1659,5,1,False,True,745255,45,84,"(3, 3)","(2, 2)",average,0
0.8285,0.6878,0,1,True,False,95047,28,17,"(3, 3)","(2, 2)",max,31
0.8546,0.5946,0,1,True,False,80359,34,35,"(5, 5)","(3, 3)",average,26
0.6833,1.0937,0,1,True,False,42434,68,23,"(2, 2)","(5, 5)",average,19
0.5484,1.4763,0,1,True,False,237327,47,61,"(4, 4)","(3, 3)",max,70
0.9272,0.2789,0,1,True,True,75519,94,30,"(3, 3)","(5, 5)",max,44
0.9335,0.2573,0,1,True,True,74676,122,7,"(2, 2)","(3, 3)",max,29
0.9078,0.356,0,1,True,True,11147,75,4,"(5, 5)","(5, 5)",max,17
0.9753,0.1155,8,1,False,True,118324,124,25,"(4, 4)","(4, 4)",max,3
0.9722,0.1134,7,1,True,True,1726548,114,77,"(2, 2)","(2, 2)",max,18
0.9724,0.1143,8,1,True,True,2025407,104,99,"(3, 3)","(2, 2)",max,15
0.5003,1.6465,0,1,True,False,29319,29,25,"(5, 5)","(4, 4)",max,68
0.4939,1.6508,0,1,True,False,6923,47,4,"(3, 3)","(5, 5)",average,68
0.9697,0.1335,0,1,True,True,426785,83,30,"(5, 5)","(2, 2)",max,47
0.7923,0.7945,0,1,True,False,126436,22,29,"(2, 2)","(2, 2)",average,26
0.8343,0.59,0,1,True,False,146640,88,33,"(2, 2)","(4, 4)",max,50
0.9124,0.3405,0,1,True,True,803111,42,97,"(3, 3)","(2, 2)",max,36
0.8725,0.5269,0,1,True,False,1622768,113,73,"(2, 2)","(2, 2)",average,68
0.8756,0.5237,0,1,True,True,468263,124,76,"(2, 2)","(4, 4)",average,39
0.6325,1.2342,0,1,True,False,68383,35,50,"(5, 5)","(4, 4)",average,63
0.9437,0.2114,6,1,False,True,258864,108,29,"(2, 2)","(3, 3)",max,0
0.96,0.1795,0,1,True,True,181730,62,17,"(4, 4)","(2, 2)",max,23
0.9082,0.3842,0,1,True,True,24827,116,1,"(5, 5)","(2, 2)",average,38
0.9606,0.1643,0,1,True,True,417330,78,65,"(4, 4)","(3, 3)",average,14
0.9126,0.3853,0,1,True,True,90119,69,34,"(5, 5)","(4, 4)",average,49
0.951,0.1888,6,1,False,True,274721,90,61,"(3, 3)","(4, 4)",max,0
0.9406,0.252,0,1,True,True,238921,33,42,"(5, 5)","(2, 2)",max,5
0.7716,0.867,0,1,True,False,453853,42,63,"(5, 5)","(2, 2)",average,63
0.9244,0.2906,0,1,True,True,454043,36,64,"(2, 2)","(2, 2)",max,19
0.7398,0.9554,0,1,True,False,4967,39,1,"(4, 4)","(3, 3)",average,45
0.8786,0.5158,0,1,True,False,421160,107,79,"(3, 3)","(4, 4)",max,57
0.8403,0.5665,0,1,True,True,64273,129,18,"(3, 3)","(5, 5)",average,39
0.9544,0.1849,0,1,True,True,360725,77,94,"(3, 3)","(4, 4)",max,29
0.9221,0.2991,0,1,True,True,103355,116,33,"(5, 5)","(5, 5)",average,29
0.745,0.9458,0,1,True,False,44635,28,40,"(5, 5)","(4, 4)",max,63
0.4816,1.8387,0,1,True,False,200373,26,94,"(2, 2)","(3, 3)",average,64
0.9463,0.2006,0,1,True,True,166167,112,57,"(3, 3)","(5, 5)",max,16
0.9747,0.1215,0,1,True,True,132359,85,41,"(5, 5)","(4, 4)",max,43
0.8338,0.5827,0,1,True,False,269999,42,97,"(5, 5)","(3, 3)",average,33
0.8513,0.5869,0,1,True,False,98273,87,22,"(3, 3)","(4, 4)",max,60
0.5577,1.3913,0,1,True,False,15619,15,12,"(3, 3)","(3, 3)",average,34
0.7166,1.0113,0,1,True,False,17958,29,7,"(3, 3)","(3, 3)",average,60
0.9347,0.28,0,1,True,True,158831,28,68,"(4, 4)","(3, 3)",average,13
0.8687,0.4978,0,1,True,False,278651,32,44,"(3, 3)","(2, 2)",max,31
0.8365,0.559,0,1,True,False,35300,44,29,"(4, 4)","(5, 5)",max,47
0.9593,0.1591,0,1,True,True,789151,111,36,"(3, 3)","(2, 2)",average,47
0.9129,0.3458,0,1,True,True,299524,105,57,"(3, 3)","(4, 4)",average,49
0.9665,0.1402,10,1,True,True,48949,114,15,"(5, 5)","(5, 5)",max,17
0.9559,0.1925,0,1,True,True,435247,123,96,"(4, 4)","(4, 4)",average,35
0.8894,0.4969,0,1,True,False,219651,75,17,"(4, 4)","(2, 2)",average,57
0.894,0.4193,0,1,True,True,83037,106,15,"(3, 3)","(4, 4)",average,42
0.9668,0.1509,0,1,True,True,794983,115,35,"(3, 3)","(2, 2)",max,50
0.3875,2.1942,0,1,True,False,45083,16,68,"(5, 5)","(4, 4)",max,69
0.9489,0.2085,0,1,True,True,63471,47,16,"(3, 3)","(3, 3)",max,23
0.9373,0.2647,0,1,True,True,71663,83,32,"(4, 4)","(5, 5)",max,49
0.874,0.5065,0,1,True,False,41667,26,40,"(5, 5)","(4, 4)",max,36
0.9543,0.1983,0,1,True,True,169975,119,17,"(4, 4)","(3, 3)",average,45
0.7873,0.7994,0,1,True,False,589619,54,64,"(4, 4)","(2, 2)",max,65
0.962,0.1797,0,1,True,True,239546,117,55,"(4, 4)","(4, 4)",max,36
0.6887,1.104,0,1,True,False,113561,59,38,"(3, 3)","(4, 4)",average,70
0.7325,0.9796,0,1,True,False,81675,20,49,"(3, 3)","(3, 3)",average,29
0.9772,0.0924,0,1,True,True,405955,100,62,"(5, 5)","(3, 3)",max,49
0.9257,0.286,0,1,True,True,13007,42,7,"(5, 5)","(4, 4)",max,17
0.9132,0.3652,0,1,True,True,546368,38,73,"(2, 2)","(2, 2)",max,7
0.9399,0.2327,0,1,True,True,94130,49,23,"(3, 3)","(3, 3)",max,19
0.7616,0.8285,0,1,True,False,7849,82,2,"(4, 4)","(5, 5)",max,18
0.4201,2.0027,0,1,True,False,13346,19,13,"(3, 3)","(4, 4)",average,65
0.9565,0.17,0,1,True,True,347707,106,50,"(5, 5)","(3, 3)",average,24
0.5866,1.3195,0,1,True,False,48681,45,41,"(2, 2)","(5, 5)",average,56
0.9587,0.1832,0,1,True,True,179405,103,10,"(5, 5)","(2, 2)",average,55
0.9638,0.151,0,1,True,True,521216,67,95,"(3, 3)","(3, 3)",max,20
0.8725,0.5193,0,1,True,False,365809,89,50,"(3, 3)","(3, 3)",max,53
0.8529,0.577,0,1,True,False,104837,58,67,"(5, 5)","(5, 5)",max,55
0.9057,0.3634,0,1,True,True,70588,33,81,"(3, 3)","(5, 5)",max,11
0.8329,0.5694,0,1,True,True,237324,120,77,"(2, 2)","(5, 5)",average,15
0.6648,1.1653,0,1,True,False,5662,36,3,"(4, 4)","(4, 4)",average,54
0.9685,0.1436,0,1,True,True,695699,110,32,"(3, 3)","(2, 2)",average,43
0.9184,0.3215,0,1,True,True,670213,46,74,"(2, 2)","(2, 2)",average,15
0.9688,0.1477,5,1,False,True,430924,68,77,"(4, 4)","(3, 3)",max,0
0.7683,0.8702,0,1,True,False,2283,18,2,"(5, 5)","(4, 4)",max,18
0.8394,0.6927,0,1,True,False,24803,20,30,"(5, 5)","(4, 4)",max,36
0.8421,0.5354,0,1,True,True,80191,55,56,"(2, 2)","(5, 5)",max,22
0.8529,0.5755,0,1,True,False,115867,76,40,"(5, 5)","(4, 4)",average,49
0.938,0.281,0,1,True,True,255561,121,42,"(3, 3)","(4, 4)",max,58
0.493,1.6617,0,1,True,False,354129,24,86,"(4, 4)","(2, 2)",average,16
0.7519,0.8429,0,1,True,False,15319,19,19,"(5, 5)","(4, 4)",average,32
0.8258,0.6598,0,1,True,False,201627,100,78,"(3, 3)","(5, 5)",average,58
0.9405,0.2734,0,1,True,True,444355,51,51,"(4, 4)","(2, 2)",average,25
0.9698,0.1515,0,1,True,True,89219,117,28,"(5, 5)","(5, 5)",max,37
0.401,2.071,0,1,True,False,18421,15,6,"(2, 2)","(2, 2)",max,57
0.7856,0.7295,0,1,True,False,70682,47,57,"(3, 3)","(5, 5)",average,21
0.8049,0.645,0,1,True,False,152617,66,90,"(2, 2)","(5, 5)",max,30
0.8248,0.6335,0,1,True,False,388453,49,97,"(2, 2)","(3, 3)",max,29
0.6433,1.1417,0,1,True,False,599567,121,100,"(2, 2)","(4, 4)",average,68
0.9308,0.2618,0,1,True,True,439611,96,92,"(3, 3)","(4, 4)",average,10
0.7799,0.7423,0,1,True,False,263797,46,70,"(2, 2)","(3, 3)",max,16
0.921,0.3366,0,1,True,True,203757,26,94,"(4, 4)","(3, 3)",max,10
0.9572,0.17,9,1,True,True,433815,54,98,"(3, 3)","(3, 3)",average,3
0.9405,0.2611,0,1,True,True,414987,90,56,"(4, 4)","(3, 3)",average,33
0.7457,0.8516,0,1,True,False,181224,63,77,"(4, 4)","(4, 4)",max,64
0.7909,0.7099,0,1,True,False,944543,51,94,"(3, 3)","(2, 2)",average,57
0.7893,0.7699,0,1,True,False,313831,75,51,"(2, 2)","(3, 3)",average,66
0.9721,0.1147,0,1,True,True,218579,122,48,"(4, 4)","(4, 4)",max,37
0.8577,0.5111,0,1,True,True,270559,115,47,"(2, 2)","(4, 4)",average,31
0.9694,0.1236,0,1,True,True,865642,119,89,"(3, 3)","(3, 3)",max,33
0.9366,0.2385,0,1,True,True,479898,66,89,"(2, 2)","(3, 3)",max,12
0.8224,0.6232,0,1,True,False,111347,44,93,"(5, 5)","(5, 5)",average,32
0.9515,0.2231,0,1,True,True,594531,43,81,"(4, 4)","(2, 2)",average,21
0.9083,0.3595,0,1,True,True,133547,84,61,"(3, 3)","(5, 5)",max,39
0.9027,0.425,0,1,True,False,233707,100,89,"(5, 5)","(5, 5)",max,62
0.8256,0.562,0,1,True,False,185878,126,57,"(2, 2)","(5, 5)",max,46
0.9599,0.1675,9,1,True,True,72032,51,37,"(4, 4)","(4, 4)",max,1
0.6087,1.313,0,1,True,False,350928,76,93,"(2, 2)","(4, 4)",average,70
0.5732,1.4105,0,1,True,False,6812,84,1,"(4, 4)","(4, 4)",max,66
0.9472,0.224,0,1,True,True,759938,110,35,"(2, 2)","(2, 2)",average,38
0.9644,0.1549,0,1,True,True,221011,92,29,"(3, 3)","(3, 3)",max,24
0.9596,0.1819,0,1,True,True,954149,65,86,"(5, 5)","(2, 2)",max,36
0.9154,0.3549,0,1,True,True,195703,80,65,"(5, 5)","(4, 4)",average,52
0.7496,0.9248,0,1,True,False,96475,42,84,"(5, 5)","(5, 5)",max,22
0.9427,0.2341,0,1,True,True,96043,50,50,"(5, 5)","(4, 4)",average,8
0.9601,0.2108,0,1,True,True,151095,70,57,"(5, 5)","(4, 4)",max,49
0.9602,0.1698,0,1,True,True,450395,75,73,"(4, 4)","(3, 3)",average,27
0.9712,0.1455,0,1,True,True,74946,127,15,"(4, 4)","(4, 4)",max,55
0.5628,1.4261,0,1,True,False,27867,21,50,"(2, 2)","(5, 5)",max,40
0.7574,0.8787,0,1,True,False,511711,72,36,"(2, 2)","(2, 2)",max,67
0.9654,0.1555,0,1,True,True,110147,116,14,"(5, 5)","(3, 3)",average,27
0.5671,1.3548,0,1,True,False,64731,17,46,"(2, 2)","(3, 3)",average,4
0.9722,0.1314,0,1,True,True,197511,101,52,"(5, 5)","(4, 4)",max,50
0.9393,0.2206,0,1,True,True,156031,70,86,"(3, 3)","(5, 5)",max,8
0.8811,0.4156,9,1,False,True,75911,83,34,"(4, 4)","(5, 5)",average,1
0.9627,0.1502,9,1,True,True,48751,64,11,"(5, 5)","(3, 3)",max,12
0.5471,1.4729,0,1,True,False,5336,76,1,"(4, 4)","(5, 5)",average,45
0.9478,0.2379,0,1,True,True,130815,78,20,"(4, 4)","(3, 3)",average,42
0.9335,0.2608,0,1,True,True,83637,84,26,"(4, 4)","(4, 4)",max,48
0.7684,0.8375,0,1,True,False,42915,85,18,"(4, 4)","(5, 5)",average,70
0.8971,0.4277,0,1,True,True,12883,22,8,"(5, 5)","(3, 3)",max,27
